epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.77318,0.89141,2.79206,0.94734,0.97483,0.26207,0.75624,0.55407,0.91236,2.46063,0.89198,0.00025005,0.00025005,0.00025005
2,3.43851,0.82221,1.35589,0.90143,1,0.25562,0.81031,0.59694,0.9587,2.55184,0.93369,0.000511654,0.000511654,0.000511654
3,5.17306,0.87309,1.28786,0.9512,1,0.05418,0.62944,0.45484,0.94522,2.92286,0.9721,0.000767977,0.000767977,0.000767977
4,6.83916,0.8232,1.17034,0.95453,0.97746,0.1492,0.74025,0.56789,0.9179,2.66113,0.963,0.00101902,0.00101902,0.00101902
5,8.48998,0.8267,1.10073,0.93804,1,0.25132,0.68992,0.50067,1.0143,2.64779,1.07193,0.00126478,0.00126478,0.00126478
6,10.1297,0.81055,1.03902,0.94124,0.91776,0.64316,0.94396,0.67996,0.97111,1.96675,0.9994,0.00150526,0.00150526,0.00150526
7,11.7897,0.83543,0.97205,0.95499,0.89894,0.78486,0.93243,0.67887,0.96057,1.38019,0.97914,0.00156798,0.00156798,0.00156798
8,13.4129,0.85782,0.95067,0.9699,0.95856,0.99124,0.98901,0.67142,1.12097,1.12267,1.05654,0.00155148,0.00155148,0.00155148
9,15.0183,0.82171,0.85497,0.94931,0.96754,0.97297,0.98456,0.76649,0.88833,0.91466,0.96562,0.00153497,0.00153497,0.00153497
10,16.6338,0.81719,0.82254,0.97141,0.98733,0.99127,0.99347,0.77723,0.85576,0.65759,0.95615,0.00151847,0.00151847,0.00151847
11,18.2705,0.77339,0.76041,0.94758,0.99008,0.99179,0.99493,0.75605,0.90671,0.70149,0.96746,0.00150197,0.00150197,0.00150197
12,19.8915,0.77045,0.7209,0.94853,0.98453,0.98022,0.99355,0.77356,0.82678,0.61031,0.9615,0.00148546,0.00148546,0.00148546
13,21.5034,0.77302,0.68096,0.93742,0.9883,0.99296,0.99297,0.79584,0.79624,0.57905,0.92875,0.00146896,0.00146896,0.00146896
14,23.129,0.78631,0.67577,0.94234,0.98939,0.99296,0.99325,0.77236,0.78217,0.50261,0.92568,0.00145246,0.00145246,0.00145246
15,24.7288,0.77047,0.62434,0.94978,0.99313,0.99296,0.99473,0.77303,0.82328,0.50145,0.94491,0.00143595,0.00143595,0.00143595
16,26.3262,0.72366,0.60013,0.92702,0.99573,1,0.995,0.80197,0.74331,0.46416,0.91604,0.00141945,0.00141945,0.00141945
17,27.9546,0.75687,0.58965,0.94711,0.99893,1,0.995,0.78076,0.78522,0.47578,0.92855,0.00140295,0.00140295,0.00140295
18,29.5384,0.71837,0.5667,0.92213,0.99859,0.99986,0.995,0.79752,0.73996,0.44986,0.91594,0.00138644,0.00138644,0.00138644
19,31.1286,0.71333,0.53592,0.91325,0.99717,1,0.995,0.80891,0.75351,0.43577,0.92502,0.00136994,0.00136994,0.00136994
20,32.7289,0.71124,0.54239,0.92972,0.99669,0.99163,0.99473,0.78342,0.76994,0.43107,0.92128,0.00135344,0.00135344,0.00135344
21,34.3151,0.70697,0.51341,0.90431,0.98197,1,0.99479,0.80557,0.74056,0.43084,0.90857,0.00133693,0.00133693,0.00133693
22,35.8975,0.70643,0.5024,0.9361,0.98925,0.99878,0.99444,0.80446,0.79141,0.41244,0.91564,0.00132043,0.00132043,0.00132043
23,37.4816,0.70533,0.50196,0.92975,0.99645,1,0.995,0.80456,0.74222,0.3975,0.91364,0.00130393,0.00130393,0.00130393
24,39.0637,0.6941,0.49133,0.91789,0.98981,1,0.99444,0.81129,0.70823,0.40203,0.89443,0.00128742,0.00128742,0.00128742
25,40.654,0.68066,0.47223,0.92107,0.96136,1,0.98693,0.79694,0.67244,0.42491,0.89164,0.00127092,0.00127092,0.00127092
26,42.2252,0.7055,0.484,0.91885,0.98582,0.9989,0.99479,0.79606,0.71968,0.39309,0.91717,0.00125442,0.00125442,0.00125442
27,43.806,0.66926,0.45149,0.89826,0.98998,0.99901,0.99451,0.77585,0.82128,0.4198,0.92926,0.00123791,0.00123791,0.00123791
28,45.4116,0.69968,0.45573,0.92282,0.99844,1,0.995,0.8088,0.7012,0.40932,0.89663,0.00122141,0.00122141,0.00122141
