epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,149.505,0.72643,0.32681,0.00461,0.966,0.98894,0.99271,0.81514,0.72347,0.23848,0.00467,0.000990365,0.000990365,0.000990365
43,153.049,0.7304,0.30934,0.00485,0.97804,0.97532,0.99135,0.82168,0.71079,0.23965,0.00442,0.000973861,0.000973861,0.000973861
44,156.554,0.72312,0.28517,0.00498,0.98728,0.98109,0.99412,0.81796,0.73262,0.23925,0.00463,0.000957358,0.000957358,0.000957358
45,160.062,0.72609,0.29676,0.005,0.96291,0.98592,0.99014,0.82373,0.67397,0.22993,0.00415,0.000940855,0.000940855,0.000940855
46,163.563,0.71176,0.27994,0.0047,0.9883,0.98592,0.99394,0.79811,0.81346,0.23814,0.00494,0.000924352,0.000924352,0.000924352
47,167.072,0.67346,0.27406,0.00467,0.99678,0.97379,0.99406,0.81143,0.75853,0.22826,0.00465,0.000907848,0.000907848,0.000907848
48,170.598,0.70718,0.27721,0.00464,0.98949,0.99928,0.995,0.83176,0.67519,0.20339,0.00416,0.000891345,0.000891345,0.000891345
49,174.101,0.69267,0.27696,0.00466,0.97327,0.9774,0.99417,0.83877,0.67411,0.24172,0.00421,0.000874842,0.000874842,0.000874842
50,177.655,0.67908,0.27907,0.00448,0.9849,0.95787,0.99324,0.82279,0.72617,0.2501,0.00443,0.000858338,0.000858338,0.000858338
51,181.158,0.66554,0.26587,0.0045,0.98541,0.94554,0.99088,0.83532,0.69998,0.25018,0.00416,0.000841835,0.000841835,0.000841835
52,184.654,0.66733,0.26539,0.00437,0.98184,0.99773,0.99424,0.83608,0.68013,0.21159,0.00418,0.000825332,0.000825332,0.000825332
53,188.174,0.66251,0.25208,0.00444,0.99082,0.97016,0.99357,0.8347,0.67843,0.20984,0.00432,0.000808828,0.000808828,0.000808828
54,191.684,0.66831,0.2721,0.00445,0.99813,0.99258,0.99486,0.84529,0.65189,0.1879,0.00401,0.000792325,0.000792325,0.000792325
55,195.289,0.66934,0.25872,0.0047,0.99268,0.99818,0.99493,0.84625,0.64074,0.20254,0.00391,0.000775822,0.000775822,0.000775822
56,198.892,0.63713,0.25233,0.00438,0.97739,0.99919,0.99438,0.84214,0.66108,0.20482,0.00409,0.000759318,0.000759318,0.000759318
57,202.433,0.65667,0.2804,0.00433,0.99752,0.97654,0.99429,0.82769,0.70838,0.23848,0.00427,0.000742815,0.000742815,0.000742815
58,205.943,0.64546,0.28335,0.00404,0.99655,0.96484,0.99418,0.83019,0.69887,0.25156,0.00423,0.000726312,0.000726312,0.000726312
59,209.455,0.59682,0.23932,0.00382,0.97596,0.99296,0.99356,0.83591,0.65944,0.25089,0.00405,0.000709809,0.000709809,0.000709809
60,212.984,0.615,0.27019,0.00414,0.9811,0.95119,0.9924,0.85056,0.60884,0.23925,0.00371,0.000693305,0.000693305,0.000693305
61,216.545,0.64086,0.24999,0.00409,0.98261,0.97144,0.9932,0.8487,0.62959,0.24023,0.00383,0.000676802,0.000676802,0.000676802
62,220.062,0.6486,0.26157,0.00411,0.99679,0.95075,0.99327,0.84833,0.62635,0.22325,0.00386,0.000660299,0.000660299,0.000660299
63,223.574,0.63263,0.24981,0.00431,0.97906,0.97748,0.99366,0.8505,0.62708,0.21751,0.00381,0.000643795,0.000643795,0.000643795
64,227.091,0.60493,0.26025,0.00384,0.98796,0.98232,0.99445,0.83655,0.65717,0.21163,0.00395,0.000627292,0.000627292,0.000627292
