epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.7909,0.86362,2.92201,0.92139,0.00651,0.99296,0.94791,0.69829,0.87476,2.83709,0.88199,0.00025005,0.00025005,0.00025005
2,14.5828,0.92612,1.63199,0.97305,0.00649,0.99296,0.9665,0.73664,0.82837,2.71411,0.87351,0.000511654,0.000511654,0.000511654
3,16.6939,0.87176,1.37174,0.9572,0.75124,0.65382,0.85205,0.59972,0.92843,2.68239,0.91529,0.000767977,0.000767977,0.000767977
4,18.4872,0.89265,1.3393,0.97245,0.99696,0.46528,0.91637,0.65883,0.97784,2.32692,0.92515,0.00101902,0.00101902,0.00101902
5,20.2599,0.86368,1.27158,0.96672,0.97386,0.68595,0.98429,0.67671,1.07652,1.72736,0.9835,0.00126478,0.00126478,0.00126478
6,22.0612,0.84516,1.20657,0.96187,0.81086,0.81297,0.98978,0.7431,0.88671,1.32316,0.94218,0.00150526,0.00150526,0.00150526
7,23.8655,0.87625,1.09359,0.98381,0.95026,0.83511,0.98201,0.69108,1.00116,1.18323,0.98479,0.00156798,0.00156798,0.00156798
8,25.6375,0.92579,1.08628,1.00375,0.96906,0.96912,0.99075,0.71924,1.01698,1.03181,0.99132,0.00155148,0.00155148,0.00155148
9,27.401,0.85301,0.98616,0.97577,0.97608,0.89322,0.99149,0.76272,0.8474,0.96428,0.93132,0.00153497,0.00153497,0.00153497
10,29.1389,0.84702,0.96572,0.96327,0.97816,0.95821,0.99424,0.74092,0.93994,1.0103,0.98991,0.00151847,0.00151847,0.00151847
11,30.9856,0.83407,0.92636,0.98389,0.99114,0.98427,0.99493,0.76844,0.89799,0.96757,0.9824,0.00150197,0.00150197,0.00150197
12,32.7223,0.80074,0.85519,0.96095,0.98832,0.97389,0.99473,0.76741,0.84297,0.7388,0.96265,0.00148546,0.00148546,0.00148546
13,34.4453,0.82607,0.85298,0.95494,0.99008,0.98416,0.99438,0.75331,0.8316,0.70785,0.98192,0.00146896,0.00146896,0.00146896
14,36.1636,0.82193,0.81552,0.96257,0.993,0.99329,0.99493,0.77005,0.82622,0.72223,0.95902,0.00145246,0.00145246,0.00145246
15,37.9069,0.80206,0.78465,0.94649,0.99013,0.99296,0.99437,0.76185,0.8202,0.71592,0.96189,0.00143595,0.00143595,0.00143595
16,39.6292,0.76732,0.74088,0.93528,0.99595,0.98601,0.9946,0.77093,0.80709,0.64572,0.96563,0.00141945,0.00141945,0.00141945
17,41.3557,0.7863,0.71708,0.93477,0.98799,1,0.99438,0.77227,0.83221,0.63951,0.98092,0.00140295,0.00140295,0.00140295
18,43.0881,0.74958,0.68272,0.93099,0.99037,1,0.995,0.74908,0.83443,0.67665,0.97626,0.00138644,0.00138644,0.00138644
19,44.8787,0.76936,0.66125,0.93653,0.99852,1,0.995,0.79021,0.78043,0.58857,0.96201,0.00136994,0.00136994,0.00136994
20,46.616,0.76274,0.66265,0.94145,0.97209,0.99782,0.99253,0.78225,0.79637,0.63441,0.94783,0.00135344,0.00135344,0.00135344
21,48.3399,0.74597,0.63643,0.91711,0.98725,0.98843,0.99472,0.77465,0.83014,0.62636,0.95175,0.00133693,0.00133693,0.00133693
22,50.0755,0.75428,0.61108,0.92123,0.98923,0.97183,0.98802,0.73851,0.88052,0.63112,1.01321,0.00132043,0.00132043,0.00132043
23,51.8095,0.759,0.61989,0.94609,0.9755,0.95715,0.98352,0.754,0.8124,0.58915,1.01466,0.00130393,0.00130393,0.00130393
24,53.5482,0.7267,0.59358,0.93625,0.97726,0.98624,0.98991,0.77392,0.79933,0.55466,0.94742,0.00128742,0.00128742,0.00128742
25,55.2822,0.71735,0.56966,0.91215,0.99628,1,0.995,0.77314,0.79682,0.52057,0.95043,0.00127092,0.00127092,0.00127092
26,57.0101,0.75171,0.57574,0.93227,0.99786,1,0.995,0.80344,0.76637,0.5079,0.96063,0.00125442,0.00125442,0.00125442
27,58.8273,0.72253,0.56728,0.93014,0.99121,1,0.99493,0.80585,0.7407,0.49745,0.9407,0.00123791,0.00123791,0.00123791
28,60.5784,0.73868,0.56469,0.93599,0.979,0.99672,0.99438,0.79694,0.75812,0.51561,0.93641,0.00122141,0.00122141,0.00122141
29,62.2967,0.73781,0.55372,0.93413,0.99357,0.98592,0.99459,0.77697,0.77105,0.54597,0.97523,0.00120491,0.00120491,0.00120491
