epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.27958,0.87679,3.24563,0.9515,0.00654,0.99296,0.74579,0.53446,0.8777,3.02359,0.91543,0.00025005,0.00025005,0.00025005
2,12.5052,0.91224,1.6749,1.04559,0.00656,0.97183,0.82598,0.61438,0.86371,2.94781,0.91159,0.000511654,0.000511654,0.000511654
3,15.6907,0.92094,1.37247,1.05933,0.00559,0.85935,0.37933,0.22915,0.91391,3.12164,0.98339,0.000767977,0.000767977,0.000767977
4,18.8144,0.90742,1.24469,1.04825,0.00523,0.78873,0.16059,0.11454,0.97774,3.00501,1.06748,0.00101902,0.00101902,0.00101902
5,21.9618,0.91542,1.20908,1.05463,0.74225,0.22535,0.62306,0.46305,0.98499,2.65596,1.01785,0.00126478,0.00126478,0.00126478
6,24.9775,0.91127,1.12405,1.0614,0.79203,0.53738,0.78571,0.57723,1.00761,2.21257,1.05099,0.00150526,0.00150526,0.00150526
7,27.9879,0.92662,1.07048,1.06682,0.95333,0.77196,0.79948,0.61129,0.96282,1.33817,1.03949,0.00156798,0.00156798,0.00156798
8,30.9788,0.91143,0.99384,1.05796,0.85657,0.64094,0.67382,0.5175,0.94809,1.52089,1.0818,0.00155148,0.00155148,0.00155148
9,33.9362,0.87876,0.9356,1.02422,0.86716,0.73416,0.79435,0.62031,0.89546,1.54504,1.02302,0.00153497,0.00153497,0.00153497
10,37.1375,0.94163,0.90999,1.0713,0.94278,0.73602,0.82636,0.63071,0.92887,1.21115,1.00709,0.00151847,0.00151847,0.00151847
11,40.1904,0.85432,0.84018,1.03159,0.97988,0.73951,0.98357,0.74757,0.89832,1.07212,0.99909,0.00150197,0.00150197,0.00150197
12,43.1777,0.83588,0.77468,1.03405,0.81425,0.94103,0.99031,0.73881,0.89559,0.98597,1.01256,0.00148546,0.00148546,0.00148546
13,46.4434,0.83544,0.75872,1.03167,0.97495,0.92958,0.96664,0.72161,0.92552,0.75785,1.04905,0.00146896,0.00146896,0.00146896
14,49.7042,0.85841,0.73419,1.0214,0.99732,0.99145,0.99493,0.76047,0.87697,0.76765,1.00323,0.00145246,0.00145246,0.00145246
15,52.9731,0.80908,0.70177,1.01753,0.99689,0.97887,0.99343,0.74171,0.86324,0.89847,0.997,0.00143595,0.00143595,0.00143595
