epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.88903,0.89405,2.98614,0.9708,0.00672,1,0.69417,0.53242,0.87829,2.92278,0.90125,0.00025005,0.00025005,0.00025005
2,3.69537,0.88616,1.70167,1.01869,0.00701,1,0.81559,0.61928,0.90459,2.86322,0.91818,0.000511654,0.000511654,0.000511654
3,5.50501,0.88853,1.43013,0.97829,1,0.47315,0.82124,0.57088,1.03034,2.49657,0.9488,0.000767977,0.000767977,0.000767977
4,7.31489,0.89287,1.31235,0.97277,1,0.44939,0.79788,0.57335,0.99013,2.37564,0.95212,0.00101902,0.00101902,0.00101902
5,9.11494,0.84793,1.27418,0.95738,0.95373,0.63861,0.86744,0.61499,1.07249,2.00681,0.96878,0.00126478,0.00126478,0.00126478
6,10.9636,0.86901,1.23255,0.96424,0.97863,0.68695,0.83879,0.62657,0.98849,1.49248,0.95323,0.00150526,0.00150526,0.00150526
7,13.0885,0.87242,1.12611,0.95571,0.99298,0.61234,0.88513,0.65132,0.98109,1.67055,0.98756,0.00156798,0.00156798,0.00156798
8,14.8719,0.894,1.09812,0.98042,0.93561,0.86061,0.94005,0.71386,0.94516,1.25587,1.01028,0.00155148,0.00155148,0.00155148
9,16.629,0.85759,1.02217,0.97189,0.86005,0.73932,0.97092,0.73109,0.90494,1.33011,0.96253,0.00153497,0.00153497,0.00153497
10,18.4185,0.8733,1.01649,0.95774,0.93684,0.95192,0.98797,0.75972,0.89786,1.00533,0.97441,0.00151847,0.00151847,0.00151847
11,20.1669,0.81401,0.94753,0.95504,0.98768,0.99614,0.995,0.78634,0.84412,0.74769,0.94905,0.00150197,0.00150197,0.00150197
12,21.8945,0.79513,0.86497,0.94173,0.98864,0.9914,0.99452,0.77862,0.81023,0.70322,0.93746,0.00148546,0.00148546,0.00148546
13,23.6133,0.81137,0.8404,0.942,0.98094,0.99296,0.99392,0.75735,0.89491,0.75364,0.99641,0.00146896,0.00146896,0.00146896
14,25.3799,0.80719,0.80309,0.94585,0.98035,0.99933,0.99438,0.75659,0.86756,0.86542,0.99358,0.00145246,0.00145246,0.00145246
15,27.2426,0.77241,0.76959,0.92749,0.95897,1,0.99155,0.73289,0.8477,0.79909,0.99002,0.00143595,0.00143595,0.00143595
16,29.0051,0.76316,0.74242,0.93023,0.99939,0.99859,0.995,0.77167,0.78742,0.62853,0.9469,0.00141945,0.00141945,0.00141945
17,30.7398,0.77802,0.71885,0.93523,0.99849,0.99905,0.995,0.79223,0.77935,0.58616,0.93535,0.00140295,0.00140295,0.00140295
18,32.4974,0.75425,0.68503,0.92478,0.99526,1,0.995,0.78115,0.76864,0.55753,0.93342,0.00138644,0.00138644,0.00138644
19,34.2164,0.75711,0.66791,0.91651,0.99408,1,0.995,0.79036,0.73975,0.5413,0.91353,0.00136994,0.00136994,0.00136994
20,35.9391,0.73556,0.65779,0.92654,0.9978,0.99925,0.995,0.79472,0.72877,0.54805,0.92683,0.00135344,0.00135344,0.00135344
21,37.6909,0.73944,0.63528,0.91608,0.98905,1,0.99486,0.80814,0.75961,0.50747,0.92393,0.00133693,0.00133693,0.00133693
22,39.4291,0.75006,0.60047,0.92533,0.98902,0.99296,0.99191,0.77191,0.8205,0.56736,0.95643,0.00132043,0.00132043,0.00132043
23,41.1669,0.73698,0.59827,0.92238,0.99693,0.99296,0.99493,0.79503,0.72755,0.53774,0.91159,0.00130393,0.00130393,0.00130393
24,43.0037,0.7186,0.57564,0.91579,0.98741,1,0.99424,0.78489,0.75341,0.51185,0.92647,0.00128742,0.00128742,0.00128742
25,44.7372,0.73198,0.58124,0.91718,0.99317,0.89421,0.98302,0.76637,0.75291,0.5609,0.93594,0.00127092,0.00127092,0.00127092
26,46.4641,0.72041,0.5734,0.92305,0.99565,1,0.995,0.80275,0.74703,0.48209,0.91193,0.00125442,0.00125442,0.00125442
27,48.1774,0.68494,0.54258,0.89624,0.99394,1,0.995,0.76079,0.86663,0.5415,0.96531,0.00123791,0.00123791,0.00123791
28,49.8977,0.68292,0.52552,0.90116,0.98309,1,0.99472,0.80614,0.72059,0.49357,0.91373,0.00122141,0.00122141,0.00122141
29,51.6173,0.709,0.54261,0.90099,0.98733,1,0.99465,0.79946,0.77098,0.50537,0.93499,0.00120491,0.00120491,0.00120491
30,53.3316,0.70139,0.52284,0.9076,0.98329,0.99159,0.99375,0.77364,0.84113,0.49801,0.9581,0.0011884,0.0011884,0.0011884
31,55.0449,0.73058,0.53067,0.90839,0.98331,1,0.99465,0.80474,0.752,0.45105,0.91048,0.0011719,0.0011719,0.0011719
32,56.7703,0.70711,0.51014,0.9103,0.98455,0.95837,0.98729,0.77717,0.82466,0.51813,0.94676,0.0011554,0.0011554,0.0011554
33,58.5936,0.66363,0.48965,0.88645,0.98649,0.99296,0.9909,0.81839,0.71798,0.45418,0.91208,0.00113889,0.00113889,0.00113889
34,60.3404,0.67103,0.49161,0.89661,0.99101,0.99552,0.99493,0.78976,0.7262,0.46194,0.9197,0.00112239,0.00112239,0.00112239
35,62.064,0.6678,0.46977,0.90349,0.99665,0.99876,0.995,0.80554,0.70105,0.43963,0.9101,0.00110589,0.00110589,0.00110589
36,63.7948,0.67228,0.45728,0.88917,0.99818,1,0.995,0.81825,0.68431,0.42673,0.8991,0.00108938,0.00108938,0.00108938
37,65.5158,0.65754,0.45472,0.89002,0.98698,1,0.99396,0.81339,0.69428,0.4258,0.90094,0.00107288,0.00107288,0.00107288
38,67.2319,0.64403,0.45059,0.88949,0.98293,0.96352,0.99339,0.81953,0.72445,0.56529,0.90595,0.00105638,0.00105638,0.00105638
39,68.9748,0.64098,0.43483,0.88117,0.99685,1,0.995,0.83054,0.6945,0.38927,0.89987,0.00103987,0.00103987,0.00103987
40,70.7276,0.67385,0.44974,0.90026,0.99772,0.9921,0.99493,0.81936,0.71968,0.43733,0.91916,0.00102337,0.00102337,0.00102337
41,72.5581,0.6663,0.44096,0.89067,0.98925,1,0.99493,0.82628,0.68866,0.3999,0.89666,0.00100687,0.00100687,0.00100687
42,74.328,0.64568,0.43294,0.88787,0.99814,0.99977,0.995,0.83007,0.6919,0.40785,0.8982,0.000990365,0.000990365,0.000990365
43,76.052,0.65866,0.44371,0.89178,0.99088,0.99296,0.99186,0.82929,0.7046,0.42598,0.89878,0.000973861,0.000973861,0.000973861
44,77.7778,0.63143,0.43267,0.89659,0.99795,1,0.995,0.8358,0.66534,0.39599,0.89484,0.000957358,0.000957358,0.000957358
45,79.5106,0.63225,0.42512,0.8887,0.989,1,0.99486,0.84133,0.65625,0.3783,0.88363,0.000940855,0.000940855,0.000940855
46,81.2323,0.624,0.41475,0.8805,0.99737,1,0.995,0.81964,0.66806,0.38318,0.8895,0.000924352,0.000924352,0.000924352
47,82.9511,0.6155,0.41487,0.88761,0.9984,1,0.995,0.81965,0.65962,0.36376,0.88879,0.000907848,0.000907848,0.000907848
48,84.6654,0.6199,0.40809,0.87405,0.99734,1,0.995,0.81312,0.66114,0.36757,0.88674,0.000891345,0.000891345,0.000891345
49,86.5075,0.61371,0.39801,0.88801,0.99625,0.99296,0.99493,0.82543,0.65336,0.37041,0.88001,0.000874842,0.000874842,0.000874842
50,88.2231,0.6043,0.39866,0.87737,0.99785,1,0.995,0.82015,0.67941,0.36885,0.9115,0.000858338,0.000858338,0.000858338
51,89.9364,0.6219,0.40042,0.89771,0.99681,0.99904,0.995,0.81293,0.68781,0.37206,0.90334,0.000841835,0.000841835,0.000841835
52,91.6393,0.60902,0.39194,0.88597,0.9984,0.99744,0.995,0.81929,0.65741,0.36717,0.88808,0.000825332,0.000825332,0.000825332
53,93.3466,0.60061,0.39627,0.88526,0.98998,1,0.99465,0.83233,0.62712,0.34678,0.87674,0.000808828,0.000808828,0.000808828
54,95.0636,0.60575,0.39118,0.87324,0.99785,0.99961,0.995,0.83534,0.63831,0.35632,0.88143,0.000792325,0.000792325,0.000792325
55,96.7735,0.5893,0.38207,0.87226,0.9907,1,0.995,0.8356,0.62869,0.35533,0.88207,0.000775822,0.000775822,0.000775822
56,98.4894,0.60051,0.37552,0.87419,0.99625,0.99296,0.99493,0.83916,0.62248,0.35395,0.88467,0.000759318,0.000759318,0.000759318
57,100.338,0.6165,0.38103,0.88269,0.99778,0.99966,0.995,0.83453,0.62997,0.35516,0.88134,0.000742815,0.000742815,0.000742815
58,102.056,0.6149,0.3881,0.88845,0.99157,1,0.99403,0.83386,0.6541,0.36352,0.8879,0.000726312,0.000726312,0.000726312
59,103.778,0.58498,0.36926,0.87461,0.99888,1,0.995,0.83235,0.65548,0.34844,0.88318,0.000709809,0.000709809,0.000709809
60,105.483,0.57683,0.36436,0.8691,0.99741,1,0.995,0.8338,0.63931,0.33793,0.87884,0.000693305,0.000693305,0.000693305
61,107.211,0.58581,0.36314,0.86965,0.99833,1,0.995,0.83511,0.66198,0.35713,0.89559,0.000676802,0.000676802,0.000676802
62,108.931,0.59559,0.3733,0.87646,0.99819,1,0.995,0.83773,0.63907,0.33474,0.88155,0.000660299,0.000660299,0.000660299
63,110.653,0.58462,0.37551,0.87574,0.99101,1,0.995,0.84269,0.62655,0.34303,0.88211,0.000643795,0.000643795,0.000643795
64,112.392,0.55844,0.36564,0.86898,0.99579,1,0.995,0.84526,0.62831,0.33295,0.87967,0.000627292,0.000627292,0.000627292
65,114.229,0.56934,0.35682,0.87217,0.99718,1,0.995,0.84971,0.62076,0.33586,0.88023,0.000610789,0.000610789,0.000610789
66,115.951,0.5731,0.3543,0.87051,0.99698,1,0.995,0.84657,0.62324,0.35468,0.87747,0.000594286,0.000594286,0.000594286
67,117.657,0.5456,0.34529,0.86125,0.99465,1,0.995,0.85191,0.62096,0.3482,0.87724,0.000577782,0.000577782,0.000577782
68,119.384,0.57926,0.35144,0.86029,0.98899,1,0.99493,0.83535,0.63439,0.34934,0.88332,0.000561279,0.000561279,0.000561279
69,121.111,0.5649,0.34823,0.86965,0.9939,1,0.995,0.85406,0.61164,0.33448,0.87567,0.000544776,0.000544776,0.000544776
70,122.831,0.55471,0.34852,0.87252,0.99574,1,0.995,0.84748,0.60585,0.3262,0.87553,0.000528272,0.000528272,0.000528272
71,124.539,0.54513,0.33779,0.86454,0.99747,1,0.995,0.83828,0.63227,0.3185,0.87945,0.000511769,0.000511769,0.000511769
72,126.256,0.54828,0.32561,0.85926,0.99725,1,0.995,0.83015,0.63157,0.31864,0.88214,0.000495266,0.000495266,0.000495266
73,127.98,0.55826,0.33737,0.8704,0.99702,1,0.995,0.83993,0.63245,0.32813,0.87772,0.000478762,0.000478762,0.000478762
74,129.794,0.55415,0.33559,0.86569,0.99818,1,0.995,0.83986,0.61657,0.33345,0.87656,0.000462259,0.000462259,0.000462259
75,131.499,0.54485,0.33519,0.86222,0.99803,1,0.995,0.85048,0.59404,0.31365,0.87186,0.000445756,0.000445756,0.000445756
76,133.235,0.5473,0.32608,0.86114,0.99789,1,0.995,0.84514,0.60326,0.31041,0.87338,0.000429253,0.000429253,0.000429253
77,134.939,0.54483,0.32683,0.85609,0.99722,1,0.995,0.84404,0.63423,0.32283,0.88424,0.000412749,0.000412749,0.000412749
78,136.651,0.54427,0.32697,0.86722,0.99634,1,0.995,0.84028,0.62002,0.32537,0.88029,0.000396246,0.000396246,0.000396246
79,138.365,0.53316,0.31849,0.86286,0.9969,1,0.995,0.84888,0.62156,0.32646,0.87558,0.000379743,0.000379743,0.000379743
80,140.07,0.53475,0.3273,0.8498,0.99702,1,0.995,0.85433,0.60555,0.31389,0.87127,0.000363239,0.000363239,0.000363239
81,141.793,0.53293,0.3213,0.8604,0.99724,1,0.995,0.85486,0.60935,0.3188,0.87554,0.000346736,0.000346736,0.000346736
82,143.62,0.53648,0.32073,0.85083,0.998,1,0.995,0.85798,0.60072,0.30958,0.87122,0.000330233,0.000330233,0.000330233
83,145.348,0.53844,0.32733,0.86495,0.99766,1,0.995,0.84451,0.62075,0.31716,0.87714,0.000313729,0.000313729,0.000313729
84,147.06,0.52071,0.31478,0.85033,0.99663,1,0.995,0.8482,0.63925,0.29786,0.88466,0.000297226,0.000297226,0.000297226
85,148.773,0.52954,0.31264,0.85379,0.99694,1,0.995,0.8521,0.6195,0.29453,0.87495,0.000280723,0.000280723,0.000280723
86,150.479,0.51224,0.30576,0.85374,0.99697,1,0.995,0.84413,0.60584,0.29428,0.87434,0.00026422,0.00026422,0.00026422
87,152.194,0.50909,0.30616,0.85206,0.99705,1,0.995,0.85368,0.59525,0.30179,0.8698,0.000247716,0.000247716,0.000247716
88,153.919,0.5206,0.314,0.85736,0.99711,1,0.995,0.85567,0.59729,0.30113,0.86688,0.000231213,0.000231213,0.000231213
89,155.637,0.51823,0.30739,0.84961,0.99717,1,0.995,0.86289,0.59991,0.29508,0.86721,0.00021471,0.00021471,0.00021471
90,157.365,0.5286,0.30631,0.85851,0.99702,1,0.995,0.85808,0.61173,0.29247,0.86794,0.000198206,0.000198206,0.000198206
91,159.891,0.50282,0.29679,0.83358,0.99646,1,0.995,0.86591,0.60991,0.28915,0.86807,0.000181703,0.000181703,0.000181703
92,161.706,0.50857,0.29993,0.84559,0.99627,1,0.995,0.86139,0.61023,0.28861,0.86804,0.0001652,0.0001652,0.0001652
93,163.44,0.51809,0.29927,0.86138,0.99682,1,0.995,0.86692,0.60309,0.28568,0.86693,0.000148696,0.000148696,0.000148696
94,165.186,0.49231,0.29059,0.85048,0.9967,1,0.995,0.86096,0.60298,0.28296,0.86743,0.000132193,0.000132193,0.000132193
95,166.908,0.49632,0.2901,0.85136,0.9971,1,0.995,0.86084,0.60604,0.29318,0.86857,0.00011569,0.00011569,0.00011569
96,168.619,0.49161,0.28943,0.84101,0.99715,1,0.995,0.85706,0.6076,0.29477,0.86828,9.91865e-05,9.91865e-05,9.91865e-05
97,170.344,0.48475,0.29417,0.84268,0.99727,1,0.995,0.85573,0.60511,0.2921,0.868,8.26832e-05,8.26832e-05,8.26832e-05
