epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.14648,0.78991,5.67214,0.00465,0.00938,1,0.59569,0.45431,0.63303,4.4451,0.00385,0.00025005,0.00025005,0.00025005
2,4.67634,0.8433,4.64384,0.00477,0.00778,1,0.55876,0.44928,0.65945,4.0825,0.00416,0.000511654,0.000511654,0.000511654
3,6.78489,0.87553,4.22471,0.00501,0.12195,0.97887,0.65895,0.48659,0.86992,3.99667,0.0056,0.000767977,0.000767977,0.000767977
4,8.89332,0.92221,3.80789,0.00553,0.88726,0.50068,0.78303,0.62352,0.79443,3.44067,0.00501,0.00101902,0.00101902,0.00101902
5,10.9891,0.91199,3.57937,0.00554,0.82835,0.6083,0.81493,0.64368,0.87666,3.16118,0.00561,0.00126478,0.00126478,0.00126478
6,13.0839,0.97867,3.16883,0.00579,0.79391,0.58112,0.80741,0.58683,1.01782,2.84576,0.00662,0.00150526,0.00150526,0.00150526
7,15.231,1.05887,2.93445,0.00645,0.7521,0.78247,0.86227,0.64775,0.93719,2.1401,0.0061,0.00156798,0.00156798,0.00156798
8,17.3324,0.97894,2.60951,0.00559,0.75637,0.93382,0.91905,0.67093,1.05757,1.7577,0.00746,0.00155148,0.00155148,0.00155148
9,19.4128,0.96262,2.44999,0.00559,0.78537,0.89437,0.92774,0.71362,0.89786,1.63357,0.00567,0.00153497,0.00153497,0.00153497
10,21.5019,0.95316,2.22526,0.00534,0.82323,0.87334,0.91555,0.6966,0.98686,1.49727,0.00666,0.00151847,0.00151847,0.00151847
11,23.5526,0.92595,1.99767,0.00535,0.80451,0.87587,0.9514,0.7465,0.83045,1.35272,0.0053,0.00150197,0.00150197,0.00150197
12,25.6042,0.95073,1.86166,0.00544,0.90203,0.85976,0.95504,0.69631,1.05482,1.22621,0.00712,0.00148546,0.00148546,0.00148546
13,27.7871,0.94671,1.76313,0.00535,0.94199,0.80808,0.95617,0.72179,0.91684,1.14528,0.00574,0.00146896,0.00146896,0.00146896
14,29.8314,0.9167,1.62024,0.00532,0.92962,0.83852,0.94693,0.71094,0.98366,0.91431,0.00624,0.00145246,0.00145246,0.00145246
15,31.9097,0.89912,1.58699,0.00544,0.92988,0.84567,0.93959,0.72566,0.93374,0.78565,0.00629,0.00143595,0.00143595,0.00143595
16,33.9486,0.89194,1.37775,0.005,0.91801,0.9317,0.97278,0.74354,0.93964,0.64845,0.00618,0.00141945,0.00141945,0.00141945
17,35.9791,0.88926,1.26778,0.005,0.8863,0.91501,0.97002,0.7444,0.9434,0.54852,0.00579,0.00140295,0.00140295,0.00140295
18,38.1522,0.93837,1.21741,0.00541,0.92956,0.914,0.97414,0.75702,0.90826,0.46255,0.00591,0.00138644,0.00138644,0.00138644
19,40.2083,0.89316,1.08536,0.00499,0.84931,0.91015,0.9535,0.75261,0.83862,0.55207,0.00547,0.00136994,0.00136994,0.00136994
20,42.2404,0.92158,1.09558,0.0057,0.94302,0.89446,0.96652,0.75492,0.88233,0.50854,0.00562,0.00135344,0.00135344,0.00135344
21,44.2997,0.85442,1.05765,0.00504,0.93684,0.82522,0.96095,0.75446,0.8974,0.46215,0.00573,0.00133693,0.00133693,0.00133693
22,46.3352,0.91439,0.97627,0.00522,0.91978,0.90794,0.97124,0.76405,0.86732,0.44092,0.00574,0.00132043,0.00132043,0.00132043
23,48.54,0.91647,0.94318,0.00538,0.93513,0.92302,0.97442,0.74351,0.92017,0.48713,0.00578,0.00130393,0.00130393,0.00130393
24,50.5687,0.87308,0.88529,0.0052,0.8587,0.89801,0.954,0.78579,0.73192,0.50366,0.00449,0.00128742,0.00128742,0.00128742
25,52.6213,0.86333,0.86263,0.00508,0.91688,0.89,0.96946,0.77233,0.82503,0.41234,0.00519,0.00127092,0.00127092,0.00127092
26,54.7004,0.80703,0.80322,0.0046,0.84131,0.93741,0.98337,0.75644,0.91202,0.43451,0.00622,0.00125442,0.00125442,0.00125442
27,56.7449,0.89753,0.80134,0.00523,0.92599,0.86678,0.96922,0.76565,0.81171,0.4363,0.00515,0.00123791,0.00123791,0.00123791
28,58.7657,0.85579,0.7735,0.0048,0.79635,0.96476,0.96285,0.75369,0.88067,0.43255,0.00557,0.00122141,0.00122141,0.00122141
29,60.9441,0.85258,0.73727,0.00494,0.84732,0.91598,0.9495,0.73483,0.86005,0.50199,0.00563,0.00120491,0.00120491,0.00120491
30,62.9748,0.87533,0.68461,0.00491,0.97363,0.91065,0.986,0.75104,0.92874,0.40933,0.00613,0.0011884,0.0011884,0.0011884
31,65.0085,0.84247,0.67881,0.00489,0.87412,0.92877,0.96818,0.77526,0.83883,0.37618,0.00533,0.0011719,0.0011719,0.0011719
32,67.0397,0.92075,0.6853,0.00538,0.91466,0.8943,0.96739,0.76774,0.80791,0.41133,0.00524,0.0011554,0.0011554,0.0011554
33,69.1101,0.82943,0.60731,0.0047,0.96222,0.89716,0.97608,0.76846,0.80969,0.43735,0.00495,0.00113889,0.00113889,0.00113889
34,71.2634,0.79849,0.6303,0.00474,0.91874,0.93672,0.97659,0.78356,0.80298,0.42649,0.00496,0.00112239,0.00112239,0.00112239
35,73.2826,0.82831,0.61141,0.00494,0.9566,0.93349,0.97973,0.78372,0.81594,0.33378,0.00518,0.00110589,0.00110589,0.00110589
36,75.3161,0.82453,0.58704,0.00486,0.94424,0.93772,0.97988,0.78243,0.81691,0.35734,0.00518,0.00108938,0.00108938,0.00108938
37,77.3457,0.76556,0.55192,0.00445,0.9371,0.92263,0.97934,0.79015,0.7825,0.37726,0.0047,0.00107288,0.00107288,0.00107288
38,79.3832,0.75748,0.56365,0.00456,0.90953,0.9537,0.97396,0.80206,0.70428,0.39399,0.00462,0.00105638,0.00105638,0.00105638
39,81.4258,0.79787,0.54296,0.00452,0.93999,0.96969,0.97654,0.80257,0.72219,0.33868,0.00447,0.00103987,0.00103987,0.00103987
40,83.6109,0.80586,0.53143,0.00472,0.95752,0.94658,0.98509,0.80775,0.76123,0.35464,0.0047,0.00102337,0.00102337,0.00102337
41,85.689,0.75577,0.5203,0.00427,0.94794,0.96816,0.98875,0.80693,0.75954,0.33226,0.00462,0.00100687,0.00100687,0.00100687
42,87.7284,0.74003,0.512,0.00395,0.97058,0.95489,0.98644,0.81013,0.71367,0.27537,0.00446,0.000990365,0.000990365,0.000990365
43,89.7866,0.78816,0.51314,0.00438,0.92644,0.9512,0.98007,0.80709,0.69997,0.27462,0.00437,0.000973861,0.000973861,0.000973861
44,91.8059,0.77812,0.50151,0.00446,0.92565,0.95775,0.98077,0.79658,0.7498,0.30241,0.00443,0.000957358,0.000957358,0.000957358
45,94.0021,0.72798,0.47392,0.0041,0.94297,0.92254,0.97934,0.79518,0.76622,0.31098,0.00456,0.000940855,0.000940855,0.000940855
46,96.0371,0.75346,0.45541,0.00427,0.95144,0.95685,0.98106,0.77528,0.78017,0.31556,0.00475,0.000924352,0.000924352,0.000924352
47,98.1251,0.7513,0.47278,0.00419,0.96116,0.95929,0.98665,0.79869,0.74663,0.29714,0.00441,0.000907848,0.000907848,0.000907848
48,100.188,0.72522,0.44454,0.00432,0.98152,0.91257,0.98602,0.79724,0.74864,0.34325,0.00439,0.000891345,0.000891345,0.000891345
49,102.218,0.71239,0.44197,0.00409,0.96594,0.92917,0.98493,0.79616,0.72514,0.31016,0.00456,0.000874842,0.000874842,0.000874842
50,104.284,0.72838,0.44782,0.00408,0.98019,0.93416,0.98917,0.80536,0.73908,0.30201,0.00457,0.000858338,0.000858338,0.000858338
51,106.418,0.71382,0.41689,0.00401,0.94645,0.97773,0.98607,0.82941,0.64282,0.25111,0.00393,0.000841835,0.000841835,0.000841835
52,108.502,0.71977,0.42392,0.00399,0.9543,0.96479,0.98685,0.80286,0.74039,0.27756,0.00453,0.000825332,0.000825332,0.000825332
53,110.533,0.72588,0.42157,0.00413,0.95822,0.94427,0.98555,0.82218,0.69861,0.29503,0.00427,0.000808828,0.000808828,0.000808828
54,112.578,0.75047,0.44902,0.00425,0.92207,0.98247,0.98772,0.79324,0.77312,0.32605,0.00495,0.000792325,0.000792325,0.000792325
55,114.638,0.72929,0.41557,0.00399,0.9736,0.93262,0.98422,0.81117,0.66758,0.29093,0.00414,0.000775822,0.000775822,0.000775822
56,116.762,0.71313,0.40756,0.00389,0.92786,0.92464,0.98264,0.7856,0.75806,0.32862,0.00473,0.000759318,0.000759318,0.000759318
57,118.785,0.73274,0.403,0.00426,0.97071,0.94757,0.98516,0.80707,0.71035,0.26745,0.00452,0.000742815,0.000742815,0.000742815
58,120.853,0.76026,0.40148,0.00421,0.94213,0.94285,0.98436,0.79817,0.70406,0.27219,0.00435,0.000726312,0.000726312,0.000726312
59,122.947,0.74009,0.40454,0.00416,0.91384,0.97887,0.98599,0.80504,0.7389,0.26063,0.00457,0.000709809,0.000709809,0.000709809
60,124.95,0.71209,0.38627,0.00405,0.96672,0.95597,0.98971,0.8,0.72937,0.24541,0.00444,0.000693305,0.000693305,0.000693305
61,127.109,0.72224,0.39768,0.00408,0.97011,0.9666,0.98963,0.81637,0.70347,0.24557,0.00447,0.000676802,0.000676802,0.000676802
62,129.124,0.69636,0.3869,0.00405,0.97737,0.9507,0.98681,0.82155,0.68122,0.25341,0.00416,0.000660299,0.000660299,0.000660299
63,131.192,0.66923,0.38355,0.00369,0.95791,0.95257,0.98824,0.81886,0.67694,0.24687,0.00415,0.000643795,0.000643795,0.000643795
64,133.2,0.70941,0.37951,0.0039,0.96046,0.94366,0.98833,0.81487,0.6851,0.26024,0.00428,0.000627292,0.000627292,0.000627292
65,135.234,0.66661,0.36844,0.00362,0.96649,0.97141,0.99011,0.80482,0.73249,0.25703,0.00445,0.000610789,0.000610789,0.000610789
66,137.459,0.68562,0.37228,0.00361,0.98384,0.97032,0.99238,0.80372,0.72003,0.24435,0.00444,0.000594286,0.000594286,0.000594286
