epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.71961,0.77074,7.14277,0.00528,0.0089,1,0.4496,0.34022,0.6912,4.48114,0.00428,0.00025005,0.00025005,0.00025005
2,4.82961,0.78612,6.18006,0.00529,0.00723,0.99296,0.46066,0.37088,0.67689,4.24949,0.00456,0.000511654,0.000511654,0.000511654
3,6.9745,0.84465,5.53976,0.0061,0.00694,0.99296,0.70465,0.57179,0.63109,4.08967,0.00396,0.000767977,0.000767977,0.000767977
4,9.05882,0.87014,4.87998,0.00603,0.89134,0.30013,0.73394,0.56581,0.76941,3.54818,0.00492,0.00101902,0.00101902,0.00101902
5,11.1053,0.95906,4.49167,0.00616,0.92518,0.50371,0.80145,0.60607,0.78194,3.04497,0.00512,0.00126478,0.00126478,0.00126478
6,13.2945,0.9206,4.05966,0.00626,0.87701,0.58316,0.83886,0.6047,0.98351,2.66247,0.00635,0.00150526,0.00150526,0.00150526
7,15.3087,1.03975,3.73697,0.00716,0.82748,0.79003,0.9086,0.6498,0.99623,2.05768,0.00641,0.00156798,0.00156798,0.00156798
8,17.3279,1.03201,3.4271,0.00716,0.8236,0.84745,0.91635,0.6755,0.98262,1.8366,0.00652,0.00155148,0.00155148,0.00155148
9,19.3532,1.02786,3.03603,0.00694,0.83799,0.89227,0.93561,0.68092,1.03973,1.51345,0.00659,0.00153497,0.00153497,0.00153497
10,21.3767,1.03493,2.83957,0.00696,0.83098,0.90068,0.94344,0.72035,0.89302,1.42192,0.00568,0.00151847,0.00151847,0.00151847
11,23.5413,0.93423,2.5501,0.00635,0.82793,0.91239,0.94415,0.71496,1.00067,1.26291,0.00618,0.00150197,0.00150197,0.00150197
12,25.5508,0.88982,2.23423,0.00599,0.83888,0.90845,0.94878,0.73624,0.88375,1.05551,0.00538,0.00148546,0.00148546,0.00148546
13,27.5934,0.88381,2.07414,0.00585,0.83829,0.97897,0.95897,0.74236,0.88451,0.87823,0.00553,0.00146896,0.00146896,0.00146896
14,29.645,0.88038,1.88144,0.00578,0.76881,0.90102,0.93334,0.69189,0.95633,0.85638,0.006,0.00145246,0.00145246,0.00145246
15,31.7387,0.96082,1.74867,0.0063,0.96594,0.91404,0.97514,0.75695,0.88384,0.59251,0.00567,0.00143595,0.00143595,0.00143595
16,33.7606,0.8579,1.5626,0.00581,0.94957,0.93284,0.98029,0.76787,0.83228,0.50404,0.0053,0.00141945,0.00141945,0.00141945
17,35.9393,0.87505,1.4393,0.00593,0.94082,0.86708,0.97142,0.74584,0.90033,0.48029,0.00547,0.00140295,0.00140295,0.00140295
18,37.9408,0.86306,1.37014,0.00576,0.9302,0.95784,0.97756,0.73578,0.94,0.42033,0.00591,0.00138644,0.00138644,0.00138644
19,39.9525,0.89296,1.24898,0.00584,0.8868,0.97343,0.97466,0.75745,0.86802,0.42764,0.00585,0.00136994,0.00136994,0.00136994
20,41.9698,0.8266,1.17469,0.00549,0.94514,0.93584,0.98283,0.75924,0.8766,0.38573,0.00574,0.00135344,0.00135344,0.00135344
21,43.9521,0.86804,1.09401,0.00576,0.96549,0.92885,0.97621,0.7594,0.84261,0.3632,0.00528,0.00133693,0.00133693,0.00133693
22,46.0823,0.83532,0.98116,0.00582,0.94838,0.88752,0.97425,0.78296,0.80142,0.36577,0.00509,0.00132043,0.00132043,0.00132043
23,48.088,0.82234,0.95859,0.00576,0.89728,0.94366,0.97491,0.77563,0.79761,0.35598,0.00498,0.00130393,0.00130393,0.00130393
24,50.0698,0.82333,0.91041,0.00525,0.85667,0.95514,0.97304,0.79325,0.76917,0.38631,0.00476,0.00128742,0.00128742,0.00128742
25,52.0719,0.77872,0.87964,0.00527,0.90282,0.95784,0.9766,0.77025,0.85667,0.40471,0.00566,0.00127092,0.00127092,0.00127092
26,54.0648,0.86753,0.83294,0.00583,0.92816,0.88801,0.96907,0.7778,0.83559,0.39549,0.00556,0.00125442,0.00125442,0.00125442
27,56.1593,0.79172,0.82654,0.00537,0.9968,0.91588,0.98584,0.81218,0.72955,0.3372,0.00478,0.00123791,0.00123791,0.00123791
28,58.1759,0.76124,0.71974,0.00517,0.97844,0.93801,0.98986,0.79351,0.83413,0.33706,0.00524,0.00122141,0.00122141,0.00122141
29,60.1581,0.75467,0.71849,0.00491,0.9651,0.96943,0.99184,0.79028,0.81545,0.30524,0.00517,0.00120491,0.00120491,0.00120491
30,62.1827,0.74826,0.68237,0.00496,0.92447,0.95235,0.98954,0.81075,0.72778,0.31142,0.00451,0.0011884,0.0011884,0.0011884
31,64.188,0.74122,0.66032,0.00487,0.93393,0.91569,0.98246,0.80656,0.72729,0.37388,0.00458,0.0011719,0.0011719,0.0011719
32,66.1801,0.75196,0.6351,0.00508,0.96658,0.95794,0.98855,0.79283,0.81571,0.3382,0.00528,0.0011554,0.0011554,0.0011554
33,68.3198,0.74884,0.60924,0.00508,0.97462,0.94956,0.98659,0.81764,0.72202,0.2991,0.00458,0.00113889,0.00113889,0.00113889
34,70.3421,0.7393,0.60801,0.00491,0.9779,0.96073,0.98989,0.82142,0.72074,0.31752,0.00437,0.00112239,0.00112239,0.00112239
35,72.3771,0.71774,0.55101,0.0049,0.979,0.92302,0.9869,0.79779,0.77125,0.32297,0.00515,0.00110589,0.00110589,0.00110589
36,74.3856,0.68222,0.53918,0.00476,0.84406,0.98592,0.98065,0.80986,0.69646,0.38914,0.00447,0.00108938,0.00108938,0.00108938
37,76.3987,0.69467,0.53982,0.0047,0.94401,0.93749,0.98613,0.83084,0.67716,0.32269,0.00427,0.00107288,0.00107288,0.00107288
38,78.5668,0.70003,0.53335,0.00452,0.93497,0.92507,0.9864,0.80503,0.77208,0.36837,0.00487,0.00105638,0.00105638,0.00105638
39,80.5506,0.67999,0.49304,0.00437,0.84104,0.98611,0.96406,0.78773,0.71938,0.40123,0.00473,0.00103987,0.00103987,0.00103987
40,82.5241,0.71969,0.49476,0.00482,0.9204,0.97441,0.97984,0.8156,0.70116,0.33799,0.00441,0.00102337,0.00102337,0.00102337
41,84.5352,0.72485,0.47833,0.00474,0.88979,0.89292,0.96661,0.81204,0.679,0.38001,0.00414,0.00100687,0.00100687,0.00100687
42,86.5437,0.67924,0.48126,0.00443,0.97001,0.96791,0.99055,0.81384,0.74275,0.3129,0.00463,0.000990365,0.000990365,0.000990365
43,88.5395,0.69056,0.46861,0.0047,0.89582,0.98592,0.98372,0.81829,0.69699,0.32569,0.00445,0.000973861,0.000973861,0.000973861
44,90.6897,0.655,0.45196,0.00444,0.92748,0.95431,0.98441,0.81235,0.7028,0.3329,0.00441,0.000957358,0.000957358,0.000957358
45,92.6855,0.6843,0.43503,0.00473,0.96343,0.9716,0.98925,0.83659,0.664,0.28791,0.00411,0.000940855,0.000940855,0.000940855
46,94.6818,0.67534,0.43185,0.00449,0.91916,0.94569,0.98514,0.83131,0.65611,0.30757,0.00411,0.000924352,0.000924352,0.000924352
47,96.6556,0.65331,0.42331,0.00446,0.96039,0.91389,0.98135,0.80629,0.72621,0.35278,0.00462,0.000907848,0.000907848,0.000907848
48,98.669,0.66801,0.44248,0.00441,0.93936,0.96204,0.98697,0.81456,0.74867,0.34311,0.00477,0.000891345,0.000891345,0.000891345
49,100.768,0.68103,0.44286,0.00458,0.91276,0.94831,0.97207,0.81749,0.67715,0.33386,0.00425,0.000874842,0.000874842,0.000874842
50,102.784,0.65353,0.40801,0.00438,0.89337,0.90258,0.95566,0.78938,0.69096,0.36484,0.00441,0.000858338,0.000858338,0.000858338
51,104.802,0.62623,0.39982,0.00424,0.85444,0.96596,0.96409,0.82174,0.61973,0.36067,0.0038,0.000841835,0.000841835,0.000841835
52,106.901,0.63147,0.37952,0.00411,0.88792,0.91442,0.9627,0.80854,0.68365,0.47311,0.00416,0.000825332,0.000825332,0.000825332
53,108.904,0.62454,0.4074,0.00406,0.89684,0.94397,0.9626,0.81723,0.66335,0.43724,0.00405,0.000808828,0.000808828,0.000808828
