epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.34266,0.86995,7.23229,0.006,0.00917,1,0.4738,0.33411,0.76872,4.5135,0.005,0.00025005,0.00025005,0.00025005
2,5.06198,0.85373,6.09434,0.00589,0.00754,1,0.56758,0.44555,0.68855,4.19586,0.0044,0.000511654,0.000511654,0.000511654
3,7.41837,0.93917,5.57327,0.00683,0.0078,0.99296,0.74879,0.58314,0.68317,3.90731,0.00421,0.000767977,0.000767977,0.000767977
4,9.64549,0.9498,4.9111,0.00667,0.52282,0.81044,0.79366,0.55278,0.94438,3.52011,0.00619,0.00101902,0.00101902,0.00101902
5,11.8568,0.98537,4.46426,0.00671,0.91785,0.45496,0.84958,0.60998,0.92598,2.97639,0.00599,0.00126478,0.00126478,0.00126478
6,14.1141,0.93924,4.06567,0.00637,0.89239,0.77475,0.93975,0.65273,1.0679,2.15826,0.00688,0.00150526,0.00150526,0.00150526
7,16.4545,1.04644,3.63263,0.00717,0.84994,0.80282,0.963,0.69726,1.02304,1.94797,0.00677,0.00156798,0.00156798,0.00156798
8,18.7002,1.00288,3.3088,0.0072,0.80519,0.88965,0.96361,0.74167,0.90872,1.70625,0.00585,0.00155148,0.00155148,0.00155148
9,20.9704,0.97474,2.92129,0.00672,0.92297,0.90622,0.97804,0.66915,1.14113,1.4946,0.00762,0.00153497,0.00153497,0.00153497
10,23.2034,1.06915,2.71992,0.00757,0.91698,0.89249,0.97094,0.70885,1.04087,1.32388,0.00734,0.00151847,0.00151847,0.00151847
11,25.3922,1.02285,2.52012,0.0071,0.93774,0.89643,0.96682,0.69881,1.11085,1.1629,0.00707,0.00150197,0.00150197,0.00150197
12,27.6677,0.93134,2.18165,0.00643,0.94203,0.92958,0.97687,0.71574,1.04072,0.98252,0.00676,0.00148546,0.00148546,0.00148546
13,29.836,0.94462,1.99767,0.00639,0.95551,0.86716,0.982,0.73883,0.96087,0.82279,0.00624,0.00146896,0.00146896,0.00146896
14,32.0854,0.90992,1.79163,0.00607,0.94948,0.90401,0.9805,0.71624,1.02342,0.67508,0.00696,0.00145246,0.00145246,0.00145246
15,34.3014,0.98256,1.619,0.00667,0.95162,0.95846,0.97874,0.74736,0.91305,0.48433,0.00578,0.00143595,0.00143595,0.00143595
16,36.6031,0.88198,1.5069,0.00585,0.96775,0.94662,0.9866,0.76529,0.847,0.4315,0.00535,0.00141945,0.00141945,0.00141945
17,38.8243,0.8666,1.37219,0.0059,0.95418,0.88126,0.9777,0.70294,1.07709,0.49961,0.00669,0.00140295,0.00140295,0.00140295
18,41.1291,0.90695,1.31719,0.00599,0.9407,0.92958,0.97685,0.74181,0.95797,0.46084,0.0059,0.00138644,0.00138644,0.00138644
19,43.377,0.91973,1.17637,0.00601,0.96359,0.95044,0.98784,0.75977,0.89476,0.40973,0.00573,0.00136994,0.00136994,0.00136994
