epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.91293,0.84059,7.24751,0.00582,0.00887,0.99296,0.43589,0.29184,1.0383,4.57818,0.00641,0.00025005,0.00025005,0.00025005
2,5.12674,0.83801,6.12289,0.0057,0.00765,0.98592,0.45897,0.37314,0.69234,4.30209,0.00448,0.000511654,0.000511654,0.000511654
3,7.4403,0.90172,5.56502,0.00655,0.00674,0.99296,0.69786,0.5443,0.7649,4.06121,0.00472,0.000767977,0.000767977,0.000767977
4,9.83104,0.88959,4.83488,0.00607,0.7545,0.56852,0.83433,0.64884,0.75211,3.55842,0.00485,0.00101902,0.00101902,0.00101902
5,12.0162,0.97171,4.36633,0.00624,1,0.4192,0.93075,0.66358,0.92481,2.98164,0.00575,0.00126478,0.00126478,0.00126478
6,14.2867,1.08302,4.0871,0.00739,0.82401,0.81569,0.89539,0.69852,0.82361,2.18155,0.00529,0.00150526,0.00150526,0.00150526
7,16.6603,1.03148,3.6512,0.00704,0.893,0.8285,0.95417,0.72933,0.93516,1.97285,0.00638,0.00156798,0.00156798,0.00156798
8,18.9572,1.02603,3.33685,0.00718,0.86552,0.90785,0.95722,0.71205,0.94112,1.65437,0.00604,0.00155148,0.00155148,0.00155148
9,21.1767,0.88894,2.90266,0.0061,0.881,0.88989,0.96933,0.72955,0.98127,1.54151,0.00611,0.00153497,0.00153497,0.00153497
10,23.4587,0.94128,2.73543,0.00646,0.9405,0.94574,0.9812,0.77588,0.84215,1.20378,0.0054,0.00151847,0.00151847,0.00151847
11,25.8193,0.88305,2.47656,0.00611,0.86285,0.9235,0.97905,0.73914,0.97186,1.10688,0.00659,0.00150197,0.00150197,0.00150197
12,28.2147,0.91117,2.22166,0.0063,0.9286,0.90146,0.97006,0.74586,0.94612,0.96918,0.00601,0.00148546,0.00148546,0.00148546
13,30.3733,0.90243,2.0375,0.00616,0.89045,0.96792,0.97648,0.78109,0.78411,0.74414,0.00489,0.00146896,0.00146896,0.00146896
14,32.6793,0.93529,1.87511,0.00621,0.95577,0.88762,0.97207,0.72631,1.02852,0.67543,0.00656,0.00145246,0.00145246,0.00145246
15,34.8232,0.90676,1.70532,0.00605,0.93989,0.89216,0.96761,0.76456,0.82492,0.48666,0.00501,0.00143595,0.00143595,0.00143595
16,36.9337,0.84301,1.53083,0.00576,0.88571,0.92958,0.96965,0.75488,0.93558,0.5633,0.00598,0.00141945,0.00141945,0.00141945
17,39.2726,0.85198,1.42522,0.00581,0.97007,0.9131,0.97294,0.77279,0.85152,0.39398,0.00534,0.00140295,0.00140295,0.00140295
