epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.25947,0.8992,3.06279,1.02804,0.97085,0.90151,0.98558,0.75233,0.87137,1.32193,1.01316,0.00025005,0.00025005,0.00025005
2,7.60998,0.81727,1.01029,0.99581,0.93483,0.93061,0.97641,0.73846,0.82242,0.9033,0.97687,0.000511654,0.000511654,0.000511654
3,10.7311,0.85724,0.86579,1.01769,0.94001,0.97076,0.98823,0.77121,0.76209,1.03789,0.94846,0.000767977,0.000767977,0.000767977
4,13.8359,0.81575,0.69115,0.9887,0.94626,0.97204,0.97714,0.73207,0.85365,0.68903,0.96484,0.00101902,0.00101902,0.00101902
5,16.8867,0.85626,0.57706,0.97297,0.9875,0.91314,0.98234,0.72939,0.92475,0.65156,1.01248,0.00126478,0.00126478,0.00126478
6,19.8822,0.8245,0.56589,0.96363,0.93865,0.93662,0.95985,0.67948,0.98332,0.83038,1.08651,0.00150526,0.00150526,0.00150526
7,22.8578,0.83041,0.63175,0.97672,0.93201,0.9025,0.95644,0.70175,0.9344,0.95709,1.04955,0.00156798,0.00156798,0.00156798
8,25.8335,0.81975,0.61988,0.9885,0.9619,0.93419,0.97852,0.73805,0.8609,0.65467,1.00561,0.00155148,0.00155148,0.00155148
9,28.8292,0.78242,0.52736,0.9625,0.96297,0.99537,0.99377,0.75436,0.86023,0.58758,0.98082,0.00153497,0.00153497,0.00153497
10,31.8316,0.83239,0.54756,0.99351,0.99054,0.96959,0.99354,0.74743,0.8531,0.63384,0.9637,0.00151847,0.00151847,0.00151847
11,34.8232,0.81174,0.51134,0.9779,0.98239,0.98592,0.99336,0.76427,0.90705,0.68057,0.97417,0.00150197,0.00150197,0.00150197
12,37.8273,0.77422,0.47057,0.97142,0.91057,0.9153,0.95903,0.72838,0.91567,0.95421,0.98341,0.00148546,0.00148546,0.00148546
13,40.821,0.79525,0.47993,0.95475,0.89419,0.91527,0.97728,0.74119,0.84704,0.87272,0.95976,0.00146896,0.00146896,0.00146896
14,43.8219,0.80815,0.49373,0.96455,0.93574,0.91559,0.9855,0.75271,0.82038,0.77125,0.96851,0.00145246,0.00145246,0.00145246
