epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,69.3567,0.67963,0.40775,0.91217,0.99302,0.99925,0.995,0.80776,0.75413,0.35968,0.91753,0.000990365,0.000990365,0.000990365
43,70.9362,0.70138,0.40821,0.92635,0.99156,1,0.99493,0.82265,0.67365,0.34207,0.88307,0.000973861,0.000973861,0.000973861
44,72.5312,0.6657,0.39732,0.92228,0.99158,1,0.995,0.82647,0.6678,0.34376,0.88522,0.000957358,0.000957358,0.000957358
45,74.1178,0.65805,0.38812,0.90527,0.99663,1,0.995,0.83551,0.67873,0.33469,0.89144,0.000940855,0.000940855,0.000940855
46,75.7431,0.6599,0.384,0.90517,0.99597,1,0.995,0.83341,0.67169,0.34974,0.88251,0.000924352,0.000924352,0.000924352
47,77.324,0.65864,0.38715,0.90106,0.99217,1,0.995,0.8225,0.6998,0.33301,0.88686,0.000907848,0.000907848,0.000907848
48,78.8907,0.62867,0.37785,0.90306,0.99066,1,0.99493,0.82545,0.68138,0.31147,0.88423,0.000891345,0.000891345,0.000891345
49,80.467,0.63964,0.3773,0.90734,0.99054,1,0.99493,0.82939,0.66907,0.30848,0.88124,0.000874842,0.000874842,0.000874842
50,82.0584,0.65083,0.37413,0.90318,0.9958,0.98592,0.9946,0.82645,0.71089,0.34674,0.90141,0.000858338,0.000858338,0.000858338
51,83.6482,0.61932,0.37278,0.89509,0.9985,0.99296,0.99473,0.82958,0.7032,0.33326,0.89574,0.000841835,0.000841835,0.000841835
52,85.2387,0.6467,0.382,0.89889,0.99761,0.99296,0.99486,0.83542,0.62371,0.31258,0.87942,0.000825332,0.000825332,0.000825332
53,86.9859,0.63834,0.3683,0.90455,0.99589,0.99296,0.99493,0.83386,0.65423,0.32284,0.88855,0.000808828,0.000808828,0.000808828
54,88.58,0.64409,0.37417,0.90626,0.99566,1,0.995,0.81974,0.65822,0.31542,0.88263,0.000792325,0.000792325,0.000792325
55,90.1767,0.64531,0.36954,0.89748,0.99059,1,0.995,0.82368,0.6452,0.3067,0.87838,0.000775822,0.000775822,0.000775822
56,91.7764,0.64278,0.36223,0.89243,0.99181,1,0.995,0.82685,0.65731,0.32031,0.8808,0.000759318,0.000759318,0.000759318
