epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.87214,0.94666,2.91651,0.99478,0.00752,1,0.23104,0.13817,1.06346,3.35988,0.87163,0.00025005,0.00025005,0.00025005
2,8.85333,0.96161,1.3035,1.0164,0.00757,1,0.47746,0.18762,0.91613,3.30471,0.86375,0.000511654,0.000511654,0.000511654
3,10.0666,0.90657,0.9535,1.0274,0.00761,0.99296,0.50282,0.32933,0.95717,3.2414,0.8941,0.000767977,0.000767977,0.000767977
4,10.9401,0.88739,0.86687,0.99851,0.00685,1,0.47244,0.35424,0.91417,2.99276,0.90776,0.00101902,0.00101902,0.00101902
5,11.8875,0.86123,0.79471,0.97904,0.00658,0.99296,0.48766,0.39703,0.91158,2.82517,0.95056,0.00126478,0.00126478,0.00126478
6,12.7975,0.857,0.76417,0.98042,1,0.73936,0.99149,0.72836,0.9483,1.74107,0.99244,0.00150526,0.00150526,0.00150526
7,13.7222,0.86847,0.74036,0.98801,0.95474,0.93662,0.98669,0.74832,0.93217,1.10491,1.00174,0.00156798,0.00156798,0.00156798
8,14.6455,0.89085,0.73019,1.02336,0.8957,0.95259,0.96979,0.73947,0.84658,0.95288,0.9721,0.00155148,0.00155148,0.00155148
9,15.5264,0.84402,0.69455,0.98817,0.98611,0.98346,0.99352,0.76865,0.85842,0.79455,0.95863,0.00153497,0.00153497,0.00153497
10,16.3699,0.87038,0.69082,1.00815,0.97461,0.97196,0.98845,0.75836,0.89485,0.72114,0.97882,0.00151847,0.00151847,0.00151847
11,17.2401,0.82415,0.65571,0.98961,1,0.99017,0.99271,0.75685,0.90706,0.63308,0.99437,0.00150197,0.00150197,0.00150197
12,18.2264,0.79048,0.62124,0.97219,0.98765,0.98536,0.99445,0.75718,0.88666,0.57193,0.95083,0.00148546,0.00148546,0.00148546
13,19.1345,0.80186,0.61027,0.94857,0.99205,0.99278,0.99465,0.75526,0.86466,0.57345,0.95272,0.00146896,0.00146896,0.00146896
14,19.9704,0.8127,0.60309,0.95987,0.99208,0.98775,0.99493,0.80376,0.75033,0.51426,0.9167,0.00145246,0.00145246,0.00145246
15,20.8192,0.81389,0.58804,0.96612,0.98772,1,0.99486,0.78657,0.76498,0.56103,0.93284,0.00143595,0.00143595,0.00143595
16,21.6499,0.78554,0.58629,0.9561,0.99741,0.99924,0.995,0.7971,0.78203,0.5115,0.92719,0.00141945,0.00141945,0.00141945
17,22.4835,0.75395,0.54791,0.94942,0.99819,0.99296,0.99493,0.7726,0.80816,0.49005,0.93136,0.00140295,0.00140295,0.00140295
18,23.315,0.73616,0.52725,0.92705,0.99385,0.99296,0.99486,0.7793,0.79716,0.50216,0.93927,0.00138644,0.00138644,0.00138644
19,24.141,0.74357,0.52691,0.92442,0.99745,0.99069,0.99493,0.77463,0.81284,0.50471,0.94282,0.00136994,0.00136994,0.00136994
20,25.0655,0.75846,0.52057,0.94361,0.98018,0.98072,0.99166,0.74026,0.88317,0.57486,0.9673,0.00135344,0.00135344,0.00135344
21,25.9039,0.73963,0.50477,0.91709,0.97879,0.99296,0.99112,0.75609,0.86404,0.56035,0.95374,0.00133693,0.00133693,0.00133693
